woord	lengte	rang	omschrijving	bron
GRIME	5	13708	Subgenre van jungle	wiktionary
INHAM	5	13709	Kleine baai	wiktionary
SOLEX	5	13710	Langzame	wiktionary
STOOP	5	13711	Oude maat	wiktionary
TEINT	5	13712	Kleur	wiktionary
VIEUX	5	13713	Nederlandse namaakcognac	wiktionary
VLEET	5	13714	Netten	wiktionary
BOKTOR	6	13715	Grote kever	wiktionary
CENSUS	6	13716	Belasting	wiktionary
GEKAMD	6	13717	Voorzien van een kam	wiktionary
IJVEREN	6	13718	Moeite doen	wiktionary
JONKIE	6	13719	Jongen	wiktionary
KAPMES	6	13720	Lang stevig mes	wiktionary
LOMMER	6	13721	Schaduw	wiktionary
ONECHT	6	13722	Niet echt	wiktionary
SEQUEL	6	13723	Volgende deel	wiktionary
TENEUR	6	13724	Geest	wiktionary
ZIGZAG	6	13725	Beweging of lijn	wiktionary
CHANSON	7	13726	Lied	wiktionary
CONTOUR	7	13727	Beschrijving	wiktionary
FLAPPEN	7	13728	Met een ruk gooien	wiktionary
GASFLES	7	13729	Metalen vat	wiktionary
GEKRAAK	7	13730	Kraken	wiktionary
GROUPIE	7	13731	Zeer trouwe fan	wiktionary
HEENWEG	7	13732	Reis van vertrekpunt	wiktionary
HUIFKAR	7	13733	Wagen met een kap	wiktionary
INLATEN	7	13734	Iemand verwelkomen	wiktionary
INLIJVEN	7	13735	Toe-eigenen	wiktionary
KAAKLIJN	7	13736	Beloop	wiktionary
KOEMELK	7	13737	Melk afkomstig	wiktionary
SAFFIER	7	13738	Kostbare	wiktionary
SMERING	7	13739	Gebruik van een stof	wiktionary
SNUITEN	7	13740	Inkorten	wiktionary
ZANDERIJ	7	13741	Plaats	wiktionary
ANOMALIE	8	13742	Afwijking	wiktionary
BIJKEUKEN	8	13743	Vertrek aangebouwd	wiktionary
KAPITTEL	8	13744	Hoofdstuk	wiktionary
KLAPBAND	8	13745	Luchtband	wiktionary
KRIJGSMAN	8	13746	Militair	wiktionary
LOGEMENT	8	13747	Gelegenheid	wiktionary
MEELDAUW	8	13748	Dunne	wiktionary
NUMERIEK	8	13749	Bestaande uit getallen	wiktionary
ONTHEEMD	8	13750	Verdreven van huis	wiktionary
PINGPONG	8	13751	Gesprek	wiktionary
POSTDUIF	8	13752	Afgerichte duif	wiktionary
STAMPVOL	8	13753	Zo vol	wiktionary
WROEGING	8	13754	Spijt	wiktionary
ZEEMEEUW	8	13755	Meeuw die meestal	wiktionary
ATLETISCH	9	13756	Lichamelijk	wiktionary
BLOEDMOOI	9	13757	Heel erg mooi	wiktionary
BOETSEREN	9	13758	Vormen	wiktionary
CARNIVOOR	9	13759	Vleesetend dier	wiktionary
COLLAGEEN	9	13760	Lijmvormend	wiktionary
EDELWEISS	9	13761	Plantje met witte	wiktionary
EREGALERIJ	9	13762	Exclusief overzicht	wiktionary
EXTREMIST	9	13763	Iemand met radicale	wiktionary
GRIEPPRIK	9	13764	Injectie met een vaccin	wiktionary
GYMLERAAR	9	13765	Leraar	wiktionary
KAASMARKT	9	13766	Markt	wiktionary
PARAGNOST	9	13767	Helderziende	wiktionary
RECORDTIJD	9	13768	Snelste tijd	wiktionary
STINKDIER	9	13769	Marterachtig zoogdier	wiktionary
TEKENWERK	9	13770	Resultaat	wiktionary
UITHOUDEN	9	13771	Weghouden van iets	wiktionary
VOUWFIETS	9	13772	Fiets	wiktionary
WEELDERIG	9	13773	Uitbundig	wiktionary
ADERLATING	10	13774	Handeling	wiktionary
AFTREKPOST	10	13775	Geldbedrag	wiktionary
BOERENLAND	10	13776	Dat deel	wiktionary
BOOSAARDIG	10	13777	Met de intentie	wiktionary
DESGEWENST	10	13778	Indien men dat wenst	wiktionary
DUIKVLUCHT	10	13779	Steil	wiktionary
FORMIDABEL	10	13780	Heel groot	wiktionary
GITAARSPEL	10	13781	Muziek maken	wiktionary
HANDELWIJZE	10	13782	Gedrag	wiktionary
HELDENDAAD	10	13783	Moedige daad	wiktionary
HOOPGEVEND	10	13784	Leidend	wiktionary
JUSTITIEEL	10	13785	Gerechtelijk	wiktionary
KRUISBEELD	10	13786	Beeld waarop Christus	wiktionary
KUNSTMARKT	10	13787	Vraag en aanbod	wiktionary
LOONBEDRIJF	10	13788	Bedrijf	wiktionary
MEEBETALEN	10	13789	Enz	wiktionary
ONSMAKELIJK	10	13790	Onaangenaam	wiktionary
POLARITEIT	10	13791	Eigenschap hebben	wiktionary
SUPREMATIE	10	13792	Oppergezag	wiktionary
TAFELKLEED	10	13793	Kleed	wiktionary
TOURINGCAR	10	13794	Luxe autobus om reizen	wiktionary
BINNENKOMER	11	13795	Plaat of muzieknummer	wiktionary
CONJUNCTUUR	11	13796	Verandering	wiktionary
DOORDRUKKEN	11	13797	Je mening opleggen	wiktionary
FACULTATIEF	11	13798	Onverplicht	wiktionary
JEUGDBELEID	11	13799	Beleid gevoerd t	wiktionary
OPENINGSACT	11	13800	Eerste optreden	wiktionary
SUPERKRACHT	11	13801	Heel sterke	wiktionary
ACHTERSTEVEN	12	13802	Voortzetting	wiktionary
ASYMMETRISCH	12	13803	Zonder symmetrie	wiktionary
CONVERGENTIE	12	13804	Verschijnsel dat twee	wiktionary
ELEKTROCUTIE	12	13805	Dood door middel	wiktionary
GARAGEBEDRIJF	12	13806	Bedrijf	wiktionary
ONTBIJTBUFFET	12	13807	Uitstalling	wiktionary
SCHAAPHERDER	12	13808	Herder	wiktionary
TOPPRESTATIE	12	13809	Uitstekend resultaat	wiktionary
TROUWPLANNEN	12	13810	Voornemens	wiktionary
SOU	3	13811	Franse stuiver	wiktionary
FLOS	4	13812	Tandzijde te gebruiken	wiktionary
GAAP	4	13813	Opensperren	wiktionary
HOEN	4	13814	Meest	wiktionary
KLAK	4	13815	Klikkend geluid	wiktionary
STEN	4	13816	Steen	wiktionary
VAAN	4	13817	Ijzeren windwijzer	wiktionary
BIDON	5	13818	Waterfles	wiktionary
BOMPA	5	13819	Vader van je vader	wiktionary
RASTA	5	13820	Aanhanger	wiktionary
SATIJN	5	13821	Weefsel vervaardigd	wiktionary
SLICE	5	13822	Kapbal bij tennis	wiktionary
STOMA	5	13823	Huidmondje	wiktionary
TONER	5	13824	Fijn poeder	wiktionary
WADEN	5	13825	Door ondiep water lopen	wiktionary
BONBON	6	13826	Lekkernij bestaande	wiktionary
DOMOOR	6	13827	Domkop	wiktionary
GEKRIJS	6	13828	Voortdurend krijsen	wiktionary
HOFNAR	6	13829	Grappenmaker aan het hof	wiktionary
KRUKAS	6	13830	Excentrische as	wiktionary
LAFBEK	6	13831	Iemand die niet durft	wiktionary
LANCET	6	13832	Dubbelsnedig operatiemes	wiktionary
LONEND	6	13833	Van werk	wiktionary
LUCIDE	6	13834	Klaar	wiktionary
RECTUM	6	13835	Endeldarm	wiktionary
SLAPER	6	13836	Iemand die slaapt	wiktionary
WISENT	6	13837	Europese bizon	wiktionary
AFRIJDEN	7	13838	Naar beneden rijden	wiktionary
BONGERD	7	13839	Boomgaard	wiktionary
CLUBKAS	7	13840	Financiële bezittingen	wiktionary
DAMWAND	7	13841	Uit planken	wiktionary
FOETSIE	7	13842	Niet vindbaar	wiktionary
JOGGING	7	13843	Hardlopen om te trainen	wiktionary
KOMPAAN	7	13844	Kameraad	wiktionary
KRIEBEL	7	13845	Ongemak dat jeuk	wiktionary
LIQUIDE	7	13846	Meteen	wiktionary
LOKROEP	7	13847	Roep waarmee men een dier	wiktionary
MAAGPIJN	7	13848	Pijnlijk gevoel	wiktionary
MEETLAT	7	13849	Langwerpig voorwerp	wiktionary
MELKKOE	7	13850	Soort koe	wiktionary
RAZERNIJ	7	13851	Woest optreden	wiktionary
RIJKSDAG	7	13852	Parlement	wiktionary
SLIDING	7	13853	Glijdende beweging	wiktionary
SNAKKEN	7	13854	In ademnood	wiktionary
SOELAAS	7	13855	Vertroosting	wiktionary
SPAGAAT	7	13856	Moeilijke positie	wiktionary
STUMPER	7	13857	Stakker	wiktionary
ZEIKNAT	7	13858	Volledig nat	wiktionary
APETROTS	8	13859	Heel erg trots	wiktionary
BESNIJDEN	8	13860	Door snijden vormen	wiktionary
BOUWLAAG	8	13861	Alle vertrekken	wiktionary
DROMERIG	8	13862	Geneigd	wiktionary
HOMOGEEN	8	13863	Gelijkmatige verdeling	wiktionary
KERKKOOR	8	13864	Koor dat zingt	wiktionary
KNEUZING	8	13865	Onderhuidse beschadiging	wiktionary
LAKENHAL	8	13866	Historische markthal	wiktionary
MIEZERIG	8	13867	Regenachtig	wiktionary
MONOGAAM	8	13868	Gehuwd met één partner	wiktionary
MONORAIL	8	13869	Spoorsysteem	wiktionary
SPORTTAS	8	13870	Tas voor het vervoer	wiktionary
STRUINEN	8	13871	Rondzwerven	wiktionary
URINEREN	8	13872	Via de blaas lozen	wiktionary
WATERPAS	8	13873	Werktuig	wiktionary
ZENUWGAS	8	13874	Strijdgas	wiktionary
AANPRATEN	9	13875	Doorpraten	wiktionary
AANWERVEN	9	13876	In dienst nemen	wiktionary
AFSTOTING	9	13877	Kracht	wiktionary
ASTROLOOG	9	13878	Beoefenaar	wiktionary
BIJSLUITER	9	13879	Bijgeleverde folder	wiktionary
CARPOOLEN	9	13880	Samen in één auto	wiktionary
DAGDIENST	9	13881	Werk dat men overdag doet	wiktionary
ELEKTRODE	9	13882	Stuk materiaal	wiktionary
LANDROVER	9	13883	Bepaald merk terreinauto	wiktionary
MARSEPEIN	9	13884	Zoete lekkernij	wiktionary
MEELIFTEN	9	13885	Rijden	wiktionary
ONTGINNEN	9	13886	Geschikt maken	wiktionary
OPZWELLEN	9	13887	In volume toenemen	wiktionary
PROTECTIE	9	13888	Beveiliging	wiktionary
RAMMELAAR	9	13889	Mannetje van een dier	wiktionary
RATTENGIF	9	13890	Verzamelnaam	wiktionary
SCHOKGOLF	9	13891	Plotselinge golfbeweging	wiktionary
STRIJKSTOK	9	13892	Stok waarmee een maatvat	wiktionary
TERRARIUM	9	13893	Vivarium	wiktionary
VERREKKEN	9	13894	Enz	wiktionary
VERRUILEN	9	13895	Iets inwisselen	wiktionary
VREDESTIJD	9	13896	Historische periode	wiktionary
AANTEKENEN	10	13897	Opschrijven	wiktionary
AFZETMARKT	10	13898	Markt waar een product	wiktionary
BADKLEDING	10	13899	Kledij bedoeld	wiktionary
DECADENTIE	10	13900	Verwildering van zeden	wiktionary
DISCLAIMER	10	13901	Korte tekst	wiktionary
HABBEKRATS	10	13902	Onbeduidend bedrag	wiktionary
INSPRINGEN	10	13903	Stapgewijs terugwijken	wiktionary
KERSTSFEER	10	13904	Sfeer die er	wiktionary
KLETSPRAAT	10	13905	Onzin	wiktionary
KOPPIGHEID	10	13906	Zaken	wiktionary
MEDIATHEEK	10	13907	Ruimte met computers	wiktionary
MORATORIUM	10	13908	Uitstel van betaling	wiktionary
ONTBRANDEN	10	13909	Proces ondergaan	wiktionary
OPSTAPELEN	10	13910	Boven	wiktionary
POOLCIRKEL	10	13911	Begrenzing	wiktionary
SPOEDGEVAL	10	13912	Patiënt	wiktionary
STILLEGGEN	10	13913	Stoppen	wiktionary
TERUGLEZEN	10	13914	Door lezen iets opnieuw	wiktionary
VERDIKKING	10	13915	Compacter maken	wiktionary
VEREFFENEN	10	13916	Betalen van rekeningen	wiktionary
ZILVERWERK	10	13917	Alle voorwerpen	wiktionary
BANKOVERVAL	11	13918	Beroving	wiktionary
BEVESTIGEND	11	13919	Op een manier	wiktionary
BOURGEOISIE	11	13920	Gevestigde burgerij	wiktionary
ONOMSTREDEN	11	13921	Onbetwist	wiktionary
ONPRAKTISCH	11	13922	Niet op een wijze	wiktionary
OVERDENKING	11	13923	Denken	wiktionary
PRETENDEREN	11	13924	Doen alsof je iets weet	wiktionary
SCHIJNHEILIG	11	13925	Tegen beter weten	wiktionary
SLAAPGEBREK	11	13926	Tekort	wiktionary
TEGENSPELER	11	13927	Speler	wiktionary
VEGETARISME	11	13928	Hanteren	wiktionary
WAARZEGSTER	11	13929	Vrouw	wiktionary
ZWEMDIPLOMA	11	13930	Document dat dient	wiktionary
BEGINPERIODE	12	13931	Eerste deel	wiktionary
BIOBRANDSTOF	12	13932	Brandstof	wiktionary
BOSWANDELING	12	13933	Wandeling door het bos	wiktionary
HERINRICHTEN	12	13934	Opnieuw	wiktionary
ONVOORBEREID	12	13935	Niet voorbereid	wiktionary
OPPORTUNISME	12	13936	Zich laten leiden	wiktionary
PAARDENVLEES	12	13937	Vlees	wiktionary
RESTAURATEUR	12	13938	Exploitant	wiktionary
RUITENWISSER	12	13939	Strook rubber	wiktionary
STAATSGEHEIM	12	13940	Informatie die omwille	wiktionary
STRATENMAKER	12	13941	Iemand die stoepen	wiktionary
UITGEHONGERD	12	13942	Erg hongerig zijn	wiktionary
ZAKKENROLLER	12	13943	Iemand die ongemerkt	wiktionary
BRIK	4	13944	Bakstenen	wiktionary
FETA	4	13945	Soort schapenkaas	wiktionary
BIEST	5	13946	Verdikte melk	wiktionary
EBBEN	5	13947	Zwarte en zware hout	wiktionary
GENUS	5	13948	Geslacht	wiktionary
LIBEL	5	13949	Netvleugelig insect	wiktionary
RIOJA	5	13950	Rode Spaanse wijn	wiktionary
WEIDS	5	13951	Ruim van uitzicht	wiktionary
CANTOR	6	13952	Voorzanger	wiktionary
DISCUS	6	13953	Zware werpschijf	wiktionary
ELIXER	6	13954	Ingedikt	wiktionary
GETUIG	6	13955	Toebehoren om een last-	wiktionary
KAPING	6	13956	Met geweld	wiktionary
TIKTAK	6	13957	Hart	wiktionary
TUIGEN	6	13958	Eruitzien	wiktionary
VERNIS	6	13959	Oplossing	wiktionary
BOUVIER	7	13960	Ruw behaard hondenras	wiktionary
GAMEBOY	7	13961	Draagbare spelcomputer	wiktionary
KORDAAT	7	13962	Vastbesloten	wiktionary
MATINEE	7	13963	Voorstelling	wiktionary
PANCAKE	7	13964	Pannenkoek	wiktionary
SCHONEN	7	13965	Zuiveren	wiktionary
AFKRAKEN	8	13966	Vernietigend beoordelen	wiktionary
EDELHERT	8	13967	Europese hertensoort	wiktionary
EINDWERK	8	13968	Thesis	wiktionary
GENEREUS	8	13969	Gul	wiktionary
HALFLANG	8	13970	Niet heel lang	wiktionary
HOCKEYEN	8	13971	Enz	wiktionary
IMPLOSIE	8	13972	Zeer snel ineenklappen	wiktionary
INGELIJST	8	13973	Van een voorwerp	wiktionary
INGOOIEN	8	13974	Bal door werpen weer	wiktionary
INTREDEN	8	13975	Enz	wiktionary
MANKEREN	8	13976	Gebrek hebben	wiktionary
MEEWEGEN	8	13977	Iets samen	wiktionary
SLIMMERD	8	13978	Intelligent	wiktionary
UITLADEN	8	13979	Vrachtgoed	wiktionary
VIOLISTE	8	13980	Gambist	wiktionary
WOONPLEK	8	13981	Plaats	wiktionary
ZINSNEDE	8	13982	Samenhangend deel	wiktionary
BEHOUDEND	9	13983	Vasthoudend aan het oude	wiktionary
BIJGELOVIG	9	13984	Vatbaar	wiktionary
BOEKENTAS	9	13985	Tas voor het meenemen	wiktionary
DERTIGTAL	9	13986	Aantal	wiktionary
DUNNETJES	9	13987	Dun	wiktionary
JAMSESSIE	9	13988	Min of meer spontane	wiktionary
STEEKSPEL	9	13989	Strijd	wiktionary
SUCCESSIE	9	13990	Opvolging	wiktionary
SUPERGAAF	9	13991	Heel erg fijn	wiktionary
TAXONOMIE	9	13992	Tak van wetenschap	wiktionary
THUISDUEL	9	13993	Wedstrijd	wiktionary
TITULARIS	9	13994	Iemand die iets bezit	wiktionary
TREUZELEN	9	13995	Langzaam lopen	wiktionary
VAKSCHOOL	9	13996	School	wiktionary
VANBUITEN	9	13997	Aan de buitenzijde	wiktionary
VERMOGEND	9	13998	Veel geld	wiktionary
VOETSPOOR	9	13999	Spoor of reeks	wiktionary
WATERTANK	9	14000	Groot vat van metaal	wiktionary
AANVLIEGEN	10	14001	Vliegend naderen	wiktionary
AFSCHUDDEN	10	14002	Doormiddel	wiktionary
ANTAGONIST	10	14003	Tegenwerkend middel	wiktionary
BREEDBEELD	10	14004	Apparaat dat beelden	wiktionary
BUITENRING	10	14005	Iets dat als een ring	wiktionary
COLLEGIAAL	10	14006	Zoals gepast	wiktionary
GIJZELNEMER	10	14007	Iemand die personen	wiktionary
LEEFRUIMTE	10	14008	Voldoende ruimte	wiktionary
ONDERKOELD	10	14009	Te zeer afgekoeld	wiktionary
ONGETROUWD	10	14010	Niet getrouwd	wiktionary
PROPEDEUSE	10	14011	Eerste fase	wiktionary
SPRINGSTOF	10	14012	Chemische stof	wiktionary
VERBLINDEN	10	14013	Beroven	wiktionary
VLIEGANGST	10	14014	Vrees	wiktionary
ZAKENLEVEN	10	14015	Groep mensen	wiktionary
ASIELBELEID	11	14016	Beleid t	wiktionary
BURGERVADER	11	14017	Hoogste bestuurder	wiktionary
FAMILIEFILM	11	14018	Film geschikt	wiktionary
KINDERFEEST	11	14019	Feest	wiktionary
KUSSENSLOOP	11	14020	Stoffen omhulsel	wiktionary
MOEDERSCHIP	11	14021	Groot schip	wiktionary
MUTUALITEIT	11	14022	Ziekenfonds	wiktionary
NIETMACHINE	11	14023	Apparaat	wiktionary
PAARDENSTAL	11	14024	Stal bedoeld	wiktionary
PSYCHOTISCH	11	14025	Van of horend	wiktionary
VASTGEROEST	11	14026	Door roesten helemaal	wiktionary
VERSPERRING	11	14027	Iets wat de toegang	wiktionary
ZOMERSCHOOL	11	14028	School	wiktionary
ZWEMPARADIJS	11	14029	Groot	wiktionary
BINNENTREDEN	12	14030	In een afgesloten	wiktionary
BUURTBEWONER	12	14031	Bewoner	wiktionary
BUURTCENTRUM	12	14032	Gebouw	wiktionary
COMMANDOPOST	12	14033	Plaats waar de leiding	wiktionary
EENDAGSVLIEG	12	14034	Insect	wiktionary
HANDENARBEID	12	14035	Schoolvak	wiktionary
HYPOTHALAMUS	12	14036	Deel van de hersenen	wiktionary
INGANGSDATUM	12	14037	Dag dat iets begint	wiktionary
INTERPUNCTIE	12	14038	Plaatsing	wiktionary
MOEDERLIEFDE	12	14039	Houden van een kind	wiktionary
REDELIJKERWIJS	12	14040	Binnen de grenzen	wiktionary
SCHOONZUSTER	12	14041	Echtgenote van broer	wiktionary
VERSNAPERING	12	14042	Iets kleins en lekkers	wiktionary
NEG	3	14043	Lelijke buitenrand	wiktionary
TET	3	14044	Negende letter	wiktionary
ACRE	4	14045	Oude Franse	wiktionary
AMOK	4	14046	Woede	wiktionary
PRUL	4	14047	Rommeltje	wiktionary
TRAY	4	14048	Open verpakking	wiktionary
ABCES	5	14049	Ophoping van pus	wiktionary
FOLIO	5	14050	Blad papier ter grootte	wiktionary
GESEL	5	14051	Werktuig	wiktionary
KLOEK	5	14052	Groter dan gemiddeld	wiktionary
KOEST	5	14053	Uitroep naar een dier	wiktionary
KOZIJN	5	14054	Rand van een raam of deur	wiktionary
LEDIG	5	14055	Leeg	wiktionary
MANCO	5	14056	Tekort of gebrek	wiktionary
MOKKA	5	14057	Crème	wiktionary
POVER	5	14058	Blijk gevend van armoede	wiktionary
REDER	5	14059	Eigenaar van een schip	wiktionary
TALON	5	14060	Rand als versiering	wiktionary
TAPEN	5	14061	Vastleggen op film	wiktionary
TUNER	5	14062	Radio zonder versterker	wiktionary
TUREN	5	14063	Aandachtig	wiktionary
WITJE	5	14064	Vlinder behorende	wiktionary
ZWIER	5	14065	Draai	wiktionary
ACCEPT	6	14066	Verklaring	wiktionary
BANAAL	6	14067	Gewoontjes	wiktionary
CADANS	6	14068	Term uit de muziek	wiktionary
KIEZEL	6	14069	Grind	wiktionary
LIBRIJE	6	14070	Bibliotheek	wiktionary
MENNEN	6	14071	Door middel	wiktionary
PREFIX	6	14072	Gebonden morfeem	wiktionary
REFTER	6	14073	Eetzaal in een klooster	wiktionary
RESPIJT	6	14074	Uitstel	wiktionary
RIPPEN	6	14075	Met geweld	wiktionary
SODEJU	6	14076	Uitroep van ergernis	wiktionary
SPECIE	6	14077	Mengsel	wiktionary
STROFE	6	14078	Geheel van versregels	wiktionary
TOUCHE	6	14079	Manier	wiktionary
BEBLOED	7	14080	Waaraan bloed kleeft	wiktionary
BUNZING	7	14081	Klein marterachtig	wiktionary
CINEAST	7	14082	Maker van films	wiktionary
DAGTAAK	7	14083	Werkje dat een dag kost	wiktionary
DEINING	7	14084	Golvende beweging	wiktionary
DEKSELS	7	14085	Lastig	wiktionary
GINSENG	7	14086	Bereidingen	wiktionary
INMAKEN	7	14087	Conserveren	wiktionary
KUNSTIG	7	14088	Op een bijzondere	wiktionary
MATADOR	7	14089	Eerste onder de eersten	wiktionary
MEDIAAN	7	14090	Zwaartelijn	wiktionary
NEUTRON	7	14091	Subatomair deeltje	wiktionary
SNIJVLAK	7	14092	Vlak aan een voorwerp	wiktionary
TAXIRIT	7	14093	Korte reis	wiktionary
TOPTEAM	7	14094	Beste groep	wiktionary
TRANCHE	7	14095	Plak	wiktionary
VOELING	7	14096	Direct	wiktionary
AANGROEI	8	14097	Toename	wiktionary
AANHAKEN	8	14098	Met een haak vastmaken	wiktionary
AFDRAGEN	8	14099	Door dragen afslijten	wiktionary
BARVROUW	8	14100	Vrouwelijke barkeeper	wiktionary
BEZWEREN	8	14101	Dreiging	wiktionary
DEURKNOP	8	14102	Handvat	wiktionary
DIACONIE	8	14103	Protestants college	wiktionary
DRIEVOUD	8	14104	Aantal	wiktionary
EXORCIST	8	14105	Duivelbanner	wiktionary
GENERIEK	8	14106	Algemeen	wiktionary
HALOGEEN	8	14107	Naam voor elk element	wiktionary
HANGLAMP	8	14108	Lamp die van het plafond	wiktionary
ICONISCH	8	14109	Van een eigenschap	wiktionary
KNELPUNT	8	14110	Moeilijk probleem	wiktionary
KOUFRONT	8	14111	Begrenzing	wiktionary
LAADRUIM	8	14112	Ruimte in een schip	wiktionary
LACROSSE	8	14113	Veldsport	wiktionary
LONGARTS	8	14114	Medisch specialist	wiktionary
LONGLIST	8	14115	Eerste selectie	wiktionary
MILDHEID	8	14116	Heel aardig	wiktionary
MUNTTHEE	8	14117	Theesoort	wiktionary
NOKKENAS	8	14118	As voorzien	wiktionary
OPLAAIEN	8	14119	Plotseling	wiktionary
PLAKBOEK	8	14120	Boek waarin	wiktionary
RAMKOERS	8	14121	Op een koers liggen	wiktionary
RETAILER	8	14122	Handelaar die direct	wiktionary
SPRUITEN	8	14123	Loten vormen	wiktionary
THEEDOEK	8	14124	Katoenen of linnen doek	wiktionary
ATTRIBUUT	9	14125	Voorwerp	wiktionary
BLUEGRASS	9	14126	Country muziek	wiktionary
DOORHALEN	9	14127	Niet slapen	wiktionary
HAIRSPRAY	9	14128	Haarlak in een spuitbus	wiktionary
INSTROMEN	9	14129	Ergens binnenkomen	wiktionary
LECTORAAT	9	14130	Waardigheid	wiktionary
LOOPGRAAF	9	14131	Uitgegraven geul	wiktionary
MANKEMENT	9	14132	Gebrek	wiktionary
MELODRAMA	9	14133	Toneelvorm begeleid	wiktionary
NEERKIJKEN	9	14134	Naar omlaag kijken	wiktionary
ONTVOUWEN	9	14135	Iets los vouwen	wiktionary
OPPERHUID	9	14136	Bovenste laag	wiktionary
PIANOSPEL	9	14137	Spelen	wiktionary
PREPARAAT	9	14138	Bereiding	wiktionary
SLIJMVLIES	9	14139	Dunne laag cellen	wiktionary
SPARTELEN	9	14140	Enz	wiktionary
TOPTALENT	9	14141	Supertalent	wiktionary
VERBLEKEN	9	14142	Alle kleur verliezen	wiktionary
VROOMHEID	9	14143	Zeer gelovig zijn	wiktionary
WERKPAARD	9	14144	Paard	wiktionary
ZOMERWEER	9	14145	Warm	wiktionary
BESCHONKEN	10	14146	Onder invloed	wiktionary
DARWINISME	10	14147	Evolutieleer	wiktionary
DESTRUCTIE	10	14148	Vernietiging	wiktionary
HIERTUSSEN	10	14149	Tussen dit	wiktionary
HOEVEELSTE	10	14150	Welke plaats	wiktionary
IMPOTENTIE	10	14151	Onvermogen	wiktionary
KLAVERBLAD	10	14152	Knooppunt	wiktionary
KWAKZALVER	10	14153	Oplichter	wiktionary
ONFEILBAAR	10	14154	Niet kunnen falen	wiktionary
SLIPSTREAM	10	14155	Gebied	wiktionary
UITSCHIJNEN	10	14156	Licht afgeven	wiktionary
VASTIGHEID	10	14157	Zekerheid	wiktionary
AFSTRAFFING	11	14158	Straf	wiktionary
DATAVERKEER	11	14159	Elektronisch verzenden	wiktionary
DRAAGMOEDER	11	14160	Vrouw	wiktionary
HUISSLEUTEL	11	14161	Sleutel die past	wiktionary
HYPERACTIEF	11	14162	Overactief	wiktionary
KAARTENHUIS	11	14163	Constructie de makkelijk	wiktionary
KAMPEERAUTO	11	14164	Camper	wiktionary
KERKBESTUUR	11	14165	Bestuur	wiktionary
MOTORRIJTUIG	11	14166	Volgens de definitie	wiktionary
ONBEWEEGLIJK	11	14167	Zonder enige beweging	wiktionary
ONNOZELHEID	11	14168	Iets dat ontstaat	wiktionary
ONTBIJTTAFEL	11	14169	Tafel	wiktionary
PARACHUTIST	11	14170	Iemand die beroepsmatig	wiktionary
POSITIVISME	11	14171	Opvatting	wiktionary
REKRUTERING	11	14172	Werven van mensen	wiktionary
BRAAKLIGGEND	12	14173	Niet gebruikt	wiktionary
CATASTROFAAL	12	14174	Rampzalig	wiktionary
DIERENWERELD	12	14175	Opsomming	wiktionary
ENTREPRENEUR	12	14176	Ondernemer	wiktionary
HOOGOPGELEID	12	14177	Met een hoge opleiding d	wiktionary
INCUBATIETIJD	12	14178	Tijd tussen besmetting	wiktionary
NABESPREKING	12	14179	Praten en discussiëren	wiktionary
SIMPLISTISCH	12	14180	Eenvoudig	wiktionary
VORKHEFTRUCK	12	14181	Voertuig	wiktionary
WATERBERGING	12	14182	Opslaan	wiktionary
SOF	3	14183	Mislukking	wiktionary
ACME	4	14184	Hoogtepunt	wiktionary
BLAF	4	14185	Geluid van een hond	wiktionary
BLES	4	14186	Witte vlek	wiktionary
FUGA	4	14187	Meerstemmig muziekstuk	wiktionary
GUUR	4	14188	Kil	wiktionary
POTS	4	14189	Grap	wiktionary
SELA	4	14190	Rots	wiktionary
SLAB	4	14191	Doekje waarop	wiktionary
TEUG	4	14192	Grote slok	wiktionary
DIXIT	5	14193	Volgens	wiktionary
FAKIR	5	14194	Wondermensen	wiktionary
FRONS	5	14195	Aandoening van keel	wiktionary
QUARK	5	14196	Elementair deeltje	wiktionary
RANJA	5	14197	Limonade in het algemeen	wiktionary
CHORUS	6	14198	Refrein	wiktionary
GETIJDE	6	14199	Periodieke verandering	wiktionary
GOALIE	6	14200	Speler	wiktionary
KIPPER	6	14201	Gefileerde haring	wiktionary
NIJPEND	6	14202	Ernstig	wiktionary
ORNAAT	6	14203	Kleding die bij een ambt	wiktionary
SLIERT	6	14204	Lang	wiktionary
SORBET	6	14205	Ijsgerecht	wiktionary
VORMER	6	14206	Iemand die iets maakt	wiktionary
WOEDEN	6	14207	Hevig bezig zijn	wiktionary
CHEDDAR	7	14208	Harde kaas	wiktionary
DIKKERD	7	14209	Plagerige benaming	wiktionary
MINIBUS	7	14210	Kleine bus	wiktionary
NAGEVEN	7	14211	Later geven	wiktionary
ONDERAF	7	14212	Van beneden naar boven	wiktionary
OPHOPEN	7	14213	Op elkaar stapelen	wiktionary
ROESTIG	7	14214	Aangetast	wiktionary
TOELOOP	7	14215	Naar iets toekomen	wiktionary
TOMBOLA	7	14216	Loterij	wiktionary
ZITBANK	7	14217	Meubel	wiktionary
BEZINNEN	8	14218	Tijd nemen	wiktionary
BLIKVELD	8	14219	Wat je kunt zien	wiktionary
CLUBBLAD	8	14220	Tijdschrift	wiktionary
DODENRIJK	8	14221	Plaats	wiktionary
GROFVUIL	8	14222	Afval dat zo groot	wiktionary
KORRELIG	8	14223	Niet glad of egaal maar	wiktionary
LEEFLOON	8	14224	Uitkering	wiktionary
LENTEDAG	8	14225	Dag in maart	wiktionary
